CaseID,ActivityString,Duration,TimeSinceLastEvent,Timestamp,PlannedDuration,PlannedTimestamp,InstanceID,EndTimestamp,StartTime,FinishedActivity,PlannedEndTimestamp
1285,M,101,101,2020,223,5903,1286,4995,1919,M,10898
1285,N,475,475,2495,240,6143,1286,4995,2020,N,10898
1285,O,610,610,3105,795,6938,1286,4995,2495,O,10898
1285,P,1890,1890,4995,3960,10898,1286,4995,3105,P,10898
1286,AE,157,157,157,367,367,1287,14464,0,E,25574
1286,AF,421,421,578,270,637,1287,14464,157,F,25574
1286,AG,626,48,626,3004,3004,1287,14464,0,A,25574
1286,BG,924,876,1502,930,1567,1287,14464,578,G,25574
1286,BH,2580,1704,3206,240,3244,1287,14464,626,B,25574
1286,CH,675,675,3881,815,4059,1287,14464,3206,C,25574
1286,DH,197,197,4078,9700,13759,1287,14464,3881,D,25574
1286,H,5143,2567,6645,435,2002,1287,14464,1502,H,25574
1286,M,4864,4864,11509,5590,19349,1287,14464,6645,M,25574
1286,N,919,919,12428,240,19589,1287,14464,11509,N,25574
1286,O,832,832,13260,1030,20619,1287,14464,12428,O,25574
1286,N,578,578,13838,485,21104,1287,14464,13260,N,25574
1286,O,323,323,14161,510,21614,1287,14464,13838,O,25574
1286,P,303,303,14464,3960,25574,1287,14464,14161,P,25574
1287,AEI,61,61,61,333,333,1288,11628,0,I,18721
1287,AEJ,359,359,420,135,468,1288,11628,61,J,18721
1287,AEK,615,195,615,1073,1073,1288,11628,0,E,18721
1287,AFK,253,58,673,295,763,1288,11628,420,K,18721
1287,AFL,52,52,725,5100,5863,1288,11628,673,L,18721
1287,AF,975,865,1590,540,1613,1288,11628,615,F,18721
1287,AG,1739,149,1739,2022,2022,1288,11628,0,A,18721
1287,BG,327,327,2066,90,2112,1288,11628,1739,B,18721
1287,CG,614,138,2204,900,2513,1288,11628,1590,G,18721
1287,CF,934,796,3000,1145,3257,1288,11628,2066,C,18721
1287,BF,1405,609,3609,1200,3713,1288,11628,2204,F,18721
1287,BG,675,66,3675,425,3682,1288,11628,3000,B,18721
1287,CG,1006,1006,4681,1465,5147,1288,11628,3675,C,18721
1287,DG,1209,137,4818,1572,5285,1288,11628,3609,G,18721
1287,DH,570,433,5251,3780,8927,1288,11628,4681,D,18721
1287,H,1088,655,5906,378,5663,1288,11628,4818,H,18721
1287,M,785,785,6691,1269,10196,1288,11628,5906,M,18721
1287,N,624,624,7315,180,10376,1288,11628,6691,N,18721
1287,O,761,761,8076,895,11271,1288,11628,7315,O,18721
1287,N,634,634,8710,130,11401,1288,11628,8076,N,18721
1287,O,348,348,9058,660,12061,1288,11628,8710,O,18721
1287,P,2570,2570,11628,6660,18721,1288,11628,9058,P,18721
1288,AE,23,23,23,181,181,1289,13287,0,A,12633
1288,BE,344,344,367,240,421,1289,13287,23,B,12633
1288,CE,389,22,389,1212,1212,1289,13287,0,E,12633
1288,CF,172,150,539,215,636,1289,13287,367,C,12633
1288,DF,940,790,1329,150,1362,1289,13287,389,F,12633
1288,DG,889,99,1428,4890,5526,1289,13287,539,D,12633
1288,G,757,658,2086,790,2152,1289,13287,1329,G,12633
1288,H,1377,1377,3463,4200,6352,1289,13287,2086,H,12633
1288,M,948,948,4411,1381,7733,1289,13287,3463,M,12633
1288,N,641,641,5052,240,7973,1289,13287,4411,N,12633
1288,O,366,366,5418,700,8673,1289,13287,5052,O,12633
1288,P,7869,7869,13287,3960,12633,1289,13287,5418,P,12633
1289,A,229,229,229,1046,1046,1290,72814,0,A,13713
1289,B,1111,1111,1340,300,1346,1290,72814,229,B,13713
1289,C,826,826,2166,920,2266,1290,72814,1340,C,13713
1289,B,736,736,2902,660,2926,1290,72814,2166,B,13713
1289,C,512,512,3414,385,3311,1290,72814,2902,C,13713
1289,D,66241,66241,69655,3960,7271,1290,72814,3414,D,13713
1289,M,1106,1106,70761,1332,8603,1290,72814,69655,M,13713
1289,N,687,687,71448,90,8693,1290,72814,70761,N,13713
1289,O,882,882,72330,1240,9933,1290,72814,71448,O,13713
1289,P,484,484,72814,3780,13713,1290,72814,72330,P,13713
1290,AE,76,76,76,135,135,1291,24873,0,E,16048
1290,AF,176,176,252,180,315,1291,24873,76,F,16048
1290,AG,144,144,396,145,460,1291,24873,252,G,16048
1290,AH,38,38,434,2880,3340,1291,24873,396,H,16048
1290,A,2567,2133,2567,2810,2810,1291,24873,0,A,16048
1290,B,332,332,2899,150,2960,1291,24873,2567,B,16048
1290,C,218,218,3117,100,3060,1291,24873,2899,C,16048
1290,D,613,613,3730,2880,5940,1291,24873,3117,D,16048
1290,M,3320,3320,7050,4293,10233,1291,24873,3730,M,16048
1290,N,1019,1019,8069,90,10323,1291,24873,7050,N,16048
1290,O,917,917,8986,1200,11523,1291,24873,8069,O,16048
1290,N,342,342,9328,50,11573,1291,24873,8986,N,16048
1290,O,239,239,9567,695,12268,1291,24873,9328,O,16048
1290,P,15306,15306,24873,3780,16048,1291,24873,9567,P,16048
1291,A,74,74,74,142,142,1292,16403,0,A,15190
1291,B,142,142,216,135,277,1292,16403,74,B,15190
1291,C,183,183,399,215,492,1292,16403,216,C,15190
1291,D,730,730,1129,4890,5382,1292,16403,399,D,15190
1291,M,2147,2147,3276,2903,8285,1292,16403,1129,M,15190
1291,N,786,786,4062,90,8375,1292,16403,3276,N,15190
1291,O,1228,1228,5290,1590,9965,1292,16403,4062,O,15190
1291,N,1250,1250,6540,860,10825,1292,16403,5290,N,15190
1291,O,155,155,6695,585,11410,1292,16403,6540,O,15190
1291,P,9708,9708,16403,3780,15190,1292,16403,6695,P,15190
1292,AEI,152,152,152,156,156,1293,22038,0,A,11463
1292,BEI,157,5,157,1091,1091,1293,22038,0,E,11463
1292,BFI,162,5,162,338,338,1293,22038,0,I,11463
1292,BFJ,193,183,345,240,396,1293,22038,152,B,11463
1292,CFJ,149,149,494,240,636,1293,22038,345,C,11463
1292,DFJ,374,42,536,240,578,1293,22038,162,J,11463
1292,DFK,1054,675,1211,180,1271,1293,22038,157,F,11463
1292,DGK,744,27,1238,5250,5886,1293,22038,494,D,11463
1292,GK,910,208,1446,910,1488,1293,22038,536,K,11463
1292,GL,772,537,1983,795,2066,1293,22038,1211,G,11463
1292,HL,1299,1299,3282,550,2616,1293,22038,1983,H,11463
1292,L,13717,11881,15163,570,2058,1293,22038,1446,L,11463
1292,M,7,7,15170,717,6603,1293,22038,15163,M,11463
1292,N,1070,1070,16240,420,7023,1293,22038,15170,N,11463
1292,O,612,612,16852,975,7998,1293,22038,16240,O,11463
1292,N,2298,2298,19150,1935,9933,1293,22038,16852,N,11463
1292,O,1203,1203,20353,1146,11079,1293,22038,19150,O,11463
1292,P,1685,1685,22038,384,11463,1293,22038,20353,P,11463
1293,AE,65,65,65,621,621,1294,6658,0,A,11992
1293,BE,233,168,233,1178,1178,1294,6658,0,E,11992
1293,BF,585,417,650,90,711,1294,6658,65,B,11992
1293,CF,975,558,1208,90,1268,1294,6658,233,F,11992
1293,CG,917,359,1567,1220,1931,1294,6658,650,C,11992
1293,DG,96,96,1663,3780,5711,1294,6658,1567,D,11992
1293,G,847,392,2055,1200,2468,1294,6658,1208,G,11992
1293,H,1704,1704,3759,3780,6248,1294,6658,2055,H,11992
1293,M,700,700,4459,1339,7587,1294,6658,3759,M,11992
1293,N,671,671,5130,90,7677,1294,6658,4459,N,11992
1293,O,146,146,5276,535,8212,1294,6658,5130,O,11992
1293,P,1382,1382,6658,3780,11992,1294,6658,5276,P,11992
1294,AEI,874,874,874,1229,1229,1295,46344,0,A,16677
1294,BEI,475,475,1349,180,1409,1295,46344,874,B,16677
1294,CEI,1615,266,1615,2334,2334,1295,46344,0,E,16677
1294,CFI,838,838,2453,180,2514,1295,46344,1615,F,16677
1294,CGI,2826,373,2826,3727,3727,1295,46344,0,I,16677
1294,CGJ,1765,288,3114,900,2309,1295,46344,1349,C,16677
1294,DGJ,943,282,3396,900,3414,1295,46344,2453,G,16677
1294,DHJ,1176,606,4002,300,4027,1295,46344,2826,J,16677
1294,DHK,1037,1037,5039,1050,5077,1295,46344,4002,K,16677
1294,DHJ,688,688,5727,720,5797,1295,46344,5039,J,16677
1294,DHK,603,603,6330,780,6577,1295,46344,5727,K,16677
1294,DHL,498,498,6828,3960,10537,1295,46344,6330,L,16677
1294,DH,4076,362,7190,550,2859,1295,46344,3114,D,16677
1294,H,4412,618,7808,550,3964,1295,46344,3396,H,16677
1294,M,328,328,8136,995,11532,1295,46344,7808,M,16677
1294,N,799,799,8935,180,11712,1295,46344,8136,N,16677
1294,O,785,785,9720,840,12552,1295,46344,8935,O,16677
1294,N,1183,1183,10903,1140,13692,1295,46344,9720,N,16677
1294,O,264,264,11167,405,14097,1295,46344,10903,O,16677
1294,P,35177,35177,46344,2580,16677,1295,46344,11167,P,16677
1295,A,418,418,418,1133,1133,1296,6471,0,A,13101
1295,B,744,744,1162,90,1223,1296,6471,418,B,13101
1295,C,570,570,1732,860,2083,1296,6471,1162,C,13101
1295,D,1265,1265,2997,3780,5863,1296,6471,1732,D,13101
1295,M,168,168,3165,473,6336,1296,6471,2997,M,13101
1295,N,350,350,3515,90,6426,1296,6471,3165,N,13101
1295,O,511,511,4026,870,7296,1296,6471,3515,O,13101
1295,N,1245,1245,5271,850,8146,1296,6471,4026,N,13101
1295,O,889,889,6160,1175,9321,1296,6471,5271,O,13101
1295,P,311,311,6471,3780,13101,1296,6471,6160,P,13101
1296,A,801,801,801,1184,1184,1297,12246,0,A,10598
1296,B,708,708,1509,330,1514,1297,12246,801,B,10598
1296,C,817,817,2326,952,2466,1297,12246,1509,C,10598
1296,D,564,564,2890,348,2814,1297,12246,2326,D,10598
1296,M,1575,1575,4465,1739,4553,1297,12246,2890,M,10598
1296,N,206,206,4671,90,4643,1297,12246,4465,N,10598
1296,O,638,638,5309,820,5463,1297,12246,4671,O,10598
1296,N,848,848,6157,660,6123,1297,12246,5309,N,10598
1296,O,253,253,6410,695,6818,1297,12246,6157,O,10598
1296,P,5836,5836,12246,3780,10598,1297,12246,6410,P,10598
1297,AE,114,114,114,292,292,1298,69819,0,A,26697
1297,BE,134,20,134,1672,1672,1298,69819,0,E,26697
1297,BF,345,325,459,180,472,1298,69819,114,B,26697
1297,CF,594,594,1053,683,1155,1298,69819,459,C,26697
1297,DF,1734,815,1868,240,1912,1298,69819,134,F,26697
1297,DG,894,894,2762,900,2812,1298,69819,1868,G,26697
1297,DH,4495,4495,7257,550,3362,1298,69819,2762,H,26697
1297,D,9798,3594,10851,4080,5235,1298,69819,1053,D,26697
1297,M,11872,11872,22723,12092,17327,1298,69819,10851,M,26697
1297,N,352,352,23075,180,17507,1298,69819,22723,N,26697
1297,O,1350,1350,24425,830,18337,1298,69819,23075,O,26697
1297,N,1613,1613,26038,705,19042,1298,69819,24425,N,26697
1297,O,620,620,26658,695,19737,1298,69819,26038,O,26697
1297,P,43161,43161,69819,6960,26697,1298,69819,26658,P,26697
1298,A,1156,1156,1156,1209,1209,1299,8626,0,A,14664
1298,B,142,142,1298,150,1359,1299,8626,1156,B,14664
1298,C,191,191,1489,165,1524,1299,8626,1298,C,14664
1298,D,189,189,1678,4200,5724,1299,8626,1489,D,14664
1298,M,1439,1439,3117,2510,8234,1299,8626,1678,M,14664
1298,N,1119,1119,4236,90,8324,1299,8626,3117,N,14664
1298,O,905,905,5141,1230,9554,1299,8626,4236,O,14664
1298,N,724,724,5865,385,9939,1299,8626,5141,N,14664
1298,O,917,917,6782,945,10884,1299,8626,5865,O,14664
1298,P,1844,1844,8626,3780,14664,1299,8626,6782,P,14664
1299,AEI,179,179,179,1099,1099,1300,5850,0,E,16202
1299,AFI,537,358,537,946,946,1300,5850,0,I,16202
1299,AFJ,702,165,702,1088,1088,1300,5850,0,A,16202
1299,BFJ,646,481,1183,300,1246,1300,5850,537,J,16202
1299,BFK,1040,36,1219,180,1279,1300,5850,179,F,16202
1299,BGK,538,21,1240,210,1298,1300,5850,702,B,16202
1299,CGK,157,157,1397,255,1553,1300,5850,1240,C,16202
1299,BGK,720,506,1903,820,2066,1300,5850,1183,K,16202
1299,BGJ,970,286,2189,1050,2329,1300,5850,1219,G,16202
1299,BFJ,1362,570,2759,1270,2823,1300,5850,1397,B,16202
1299,CFJ,170,170,2929,240,3063,1300,5850,2759,C,16202
1299,DFJ,775,35,2964,700,3029,1300,5850,2189,F,16202
1299,DGJ,1082,21,2985,995,3061,1300,5850,1903,J,16202
1299,DGK,141,85,3070,5040,8103,1300,5850,2929,D,16202
1299,GK,205,120,3190,240,3301,1300,5850,2985,K,16202
1299,GL,16,16,3206,5160,8461,1300,5850,3190,L,16202
1299,G,292,50,3256,240,3269,1300,5850,2964,G,16202
1299,H,36,36,3292,5040,8309,1300,5850,3256,H,16202
1299,M,1449,1449,4741,1471,9932,1300,5850,3292,M,16202
1299,N,82,82,4823,120,10052,1300,5850,4741,N,16202
1299,O,128,128,4951,120,10172,1300,5850,4823,O,16202
1299,N,659,659,5610,670,10842,1300,5850,4951,N,16202
1299,O,156,156,5766,260,11102,1300,5850,5610,O,16202
1299,P,84,84,5850,5100,16202,1300,5850,5766,P,16202
1300,A,1349,1349,1349,1407,1407,1301,21517,0,A,16832
1300,B,172,172,1521,150,1557,1301,21517,1349,B,16832
1300,C,581,581,2102,850,2407,1301,21517,1521,C,16832
1300,B,1502,1502,3604,1240,3647,1301,21517,2102,B,16832
1300,C,1140,1140,4744,1295,4942,1301,21517,3604,C,16832
1300,D,11955,11955,16699,3660,8602,1301,21517,4744,D,16832
1300,M,31,31,16730,1770,10372,1301,21517,16699,M,16832
1300,N,1927,1927,18657,240,10612,1301,21517,16730,N,16832
1300,O,1007,1007,19664,1005,11617,1301,21517,18657,O,16832
1300,N,368,368,20032,445,12062,1301,21517,19664,N,16832
1300,O,630,630,20662,810,12872,1301,21517,20032,O,16832
1300,P,855,855,21517,3960,16832,1301,21517,20662,P,16832
1301,AE,229,229,229,234,234,1302,20251,0,E,12899
1301,AF,112,112,341,150,384,1302,20251,229,F,12899
1301,AG,121,121,462,540,924,1302,20251,341,G,12899
1301,AH,709,709,1171,2850,3774,1302,20251,462,H,12899
1301,A,1340,169,1340,1398,1398,1302,20251,0,A,12899
1301,B,155,155,1495,150,1548,1302,20251,1340,B,12899
1301,C,609,609,2104,585,2133,1302,20251,1495,C,12899
1301,B,337,337,2441,340,2473,1302,20251,2104,B,12899
1301,C,121,121,2562,130,2603,1302,20251,2441,C,12899
1301,D,1159,1159,3721,4230,6833,1302,20251,2562,D,12899
1301,M,83,83,3804,86,6919,1302,20251,3721,M,12899
1301,N,131,131,3935,150,7069,1302,20251,3804,N,12899
1301,O,801,801,4736,410,7479,1302,20251,3935,O,12899
1301,N,206,206,4942,615,8094,1302,20251,4736,N,12899
1301,O,474,474,5416,575,8669,1302,20251,4942,O,12899
1301,P,14835,14835,20251,4230,12899,1302,20251,5416,P,12899
1302,AE,945,945,945,1018,1018,1303,16214,0,A,14980
1302,BE,167,167,1112,150,1168,1303,16214,945,B,14980
1302,CE,226,226,1338,160,1328,1303,16214,1112,C,14980
1302,BE,1391,53,1391,1435,1435,1303,16214,0,E,14980
1302,BF,154,154,1545,150,1585,1303,16214,1391,F,14980
1302,BG,704,704,2249,700,2285,1303,16214,1545,G,14980
1302,BF,1358,447,2696,1400,2728,1303,16214,1338,B,14980
1302,CF,651,651,3347,705,3433,1303,16214,2696,C,14980
1302,DF,1121,23,3370,1120,3405,1303,16214,2249,F,14980
1302,DG,650,650,4020,705,4110,1303,16214,3370,G,14980
1302,DH,2663,1990,6010,4230,7663,1303,16214,3347,D,14980
1302,H,4044,2054,8064,4230,8340,1303,16214,4020,H,14980
1302,M,600,600,8664,260,8600,1303,16214,8064,M,14980
1302,N,211,211,8875,600,9200,1303,16214,8664,N,14980
1302,O,238,238,9113,420,9620,1303,16214,8875,O,14980
1302,N,1403,1403,10516,1215,10835,1303,16214,9113,N,14980
1302,O,272,272,10788,425,11260,1303,16214,10516,O,14980
1302,P,5426,5426,16214,3720,14980,1303,16214,10788,P,14980
1303,AEI,304,304,304,1245,1245,1304,4599,0,A,12288
1303,BEI,578,274,578,2026,2026,1304,4599,0,I,12288
1303,BEJ,1130,552,1130,1430,1430,1304,4599,0,E,12288
1303,BFJ,968,142,1272,90,1335,1304,4599,304,B,12288
1303,CFJ,330,188,1460,90,1520,1304,4599,1130,F,12288
1303,CGJ,1468,586,2046,90,2116,1304,4599,578,J,12288
1303,CGK,1017,243,2289,1220,2555,1304,4599,1272,C,12288
1303,DGK,884,55,2344,1110,2630,1304,4599,1460,G,12288
1303,DHK,62,7,2351,3780,6335,1304,4599,2289,D,12288
1303,HK,89,82,2433,3780,6410,1304,4599,2344,H,12288
1303,K,1191,804,3237,1360,3476,1304,4599,2046,K,12288
1303,L,197,197,3434,3780,7256,1304,4599,3237,L,12288
1303,M,128,128,3562,302,7558,1304,4599,3434,M,12288
1303,N,202,202,3764,90,7648,1304,4599,3562,N,12288
1303,O,429,429,4193,860,8508,1304,4599,3764,O,12288
1303,P,406,406,4599,3780,12288,1304,4599,4193,P,12288
1304,AE,105,105,105,940,940,1305,34095,0,E,16310
1304,AF,1055,1055,1160,240,1180,1305,34095,105,F,16310
1304,AG,825,825,1985,1030,2210,1305,34095,1160,G,16310
1304,AF,470,470,2455,485,2695,1305,34095,1985,F,16310
1304,AG,422,422,2877,510,3205,1305,34095,2455,G,16310
1304,AH,123,123,3000,3960,7165,1305,34095,2877,H,16310
1304,A,3137,137,3137,3313,3313,1305,34095,0,A,16310
1304,B,370,370,3507,240,3553,1305,34095,3137,B,16310
1304,C,806,806,4313,970,4523,1305,34095,3507,C,16310
1304,B,737,737,5050,780,5303,1305,34095,4313,B,16310
1304,C,840,840,5890,510,5813,1305,34095,5050,C,16310
1304,D,1123,1123,7013,3960,9773,1305,34095,5890,D,16310
1304,M,729,729,7742,1672,11445,1305,34095,7013,M,16310
1304,N,969,969,8711,90,11535,1305,34095,7742,N,16310
1304,O,784,784,9495,995,12530,1305,34095,8711,O,16310
1304,P,24600,24600,34095,3780,16310,1305,34095,9495,P,16310
1305,AEI,154,154,154,333,333,1306,9031,0,I,18614
1305,AEJ,355,355,509,240,573,1306,9031,154,J,18614
1305,AEK,1573,1064,1573,2413,2413,1306,9031,0,A,18614
1305,BEK,1674,101,1674,1752,1752,1306,9031,0,E,18614
1305,BFK,1166,1,1675,1165,1738,1306,9031,509,K,18614
1305,BFL,190,189,1864,180,1932,1306,9031,1674,F,18614
1305,BGL,320,131,1995,550,2288,1306,9031,1675,L,18614
1305,BG,708,577,2572,950,2882,1306,9031,1864,G,18614
1305,BF,1068,69,2641,240,2653,1306,9031,1573,B,18614
1305,CF,590,521,3162,330,3212,1306,9031,2572,F,18614
1305,CG,887,366,3528,1050,3703,1306,9031,2641,C,18614
1305,BG,458,92,3620,585,3797,1306,9031,3162,G,18614
1305,BH,445,353,3973,470,4173,1306,9031,3528,B,18614
1305,CH,672,672,4645,450,4623,1306,9031,3973,C,18614
1305,DH,1483,458,5103,6960,10757,1306,9031,3620,H,18614
1305,D,1653,1195,6298,3900,8523,1306,9031,4645,D,18614
1305,M,604,604,6902,1017,11774,1306,9031,6298,M,18614
1305,N,533,533,7435,150,11924,1306,9031,6902,N,18614
1305,O,76,76,7511,50,11974,1306,9031,7435,O,18614
1305,N,1234,1234,8745,1280,13254,1306,9031,7511,N,18614
1305,O,252,252,8997,260,13514,1306,9031,8745,O,18614
1305,P,34,34,9031,5100,18614,1306,9031,8997,P,18614
1306,A,42,42,42,1004,1004,1307,5540,0,A,10774
1306,B,1145,1145,1187,240,1244,1307,5540,42,B,10774
1306,C,824,824,2011,890,2134,1307,5540,1187,C,10774
1306,D,260,260,2271,5160,7294,1307,5540,2011,D,10774
1306,M,151,151,2422,1690,8984,1307,5540,2271,M,10774
1306,N,1737,1737,4159,250,9234,1307,5540,2422,N,10774
1306,O,1030,1030,5189,990,10224,1307,5540,4159,O,10774
1306,P,351,351,5540,550,10774,1307,5540,5189,P,10774
1307,A,1331,1331,1331,1412,1412,1308,5757,0,A,12431
1307,B,186,186,1517,150,1562,1308,5757,1331,B,12431
1307,C,594,594,2111,850,2412,1308,5757,1517,C,12431
1307,B,352,352,2463,100,2512,1308,5757,2111,B,12431
1307,C,109,109,2572,125,2637,1308,5757,2463,C,12431
1307,D,1365,1365,3937,4230,6867,1308,5757,2572,D,12431
1307,M,75,75,4012,104,6971,1308,5757,3937,M,12431
1307,N,148,148,4160,150,7121,1308,5757,4012,N,12431
1307,O,160,160,4320,125,7246,1308,5757,4160,O,12431
1307,N,805,805,5125,845,8091,1308,5757,4320,N,12431
1307,O,281,281,5406,110,8201,1308,5757,5125,O,12431
1307,P,351,351,5757,4230,12431,1308,5757,5406,P,12431
1308,A,467,467,467,1059,1059,1309,14712,0,A,15366
1308,B,702,702,1169,150,1209,1309,14712,467,B,15366
1308,C,164,164,1333,155,1364,1309,14712,1169,C,15366
1308,B,1548,1548,2881,1530,2894,1309,14712,1333,B,15366
1308,C,339,339,3220,650,3544,1309,14712,2881,C,15366
1308,D,1828,1828,5048,4230,7774,1309,14712,3220,D,15366
1308,M,1575,1575,6623,1687,9461,1309,14712,5048,M,15366
1308,N,562,562,7185,150,9611,1309,14712,6623,N,15366
1308,O,604,604,7789,580,10191,1309,14712,7185,O,15366
1308,N,334,334,8123,710,10901,1309,14712,7789,N,15366
1308,O,734,734,8857,835,11736,1309,14712,8123,O,15366
1308,P,5855,5855,14712,3630,15366,1309,14712,8857,P,15366
1309,A,14213,14213,14213,14715,14715,1310,19010,0,A,21645
1309,B,782,782,14995,300,15015,1310,19010,14213,B,21645
1309,C,704,704,15699,735,15750,1310,19010,14995,C,21645
1309,D,16,16,15715,1560,17310,1310,19010,15699,D,21645
1309,M,1375,1375,17090,1590,18900,1310,19010,15715,M,21645
1309,N,483,483,17573,300,19200,1310,19010,17090,N,21645
1309,O,706,706,18279,855,20055,1310,19010,17573,O,21645
1309,P,731,731,19010,1590,21645,1310,19010,18279,P,21645
1310,AEI,832,832,832,2060,2060,1311,11381,0,E,15956
1310,AFI,1424,592,1424,1220,1220,1311,11381,0,A,15956
1310,BFI,76,76,1500,300,1520,1311,11381,1424,B,15956
1310,CFI,1507,839,2339,300,2360,1311,11381,832,F,15956
1310,CGI,1346,507,2846,895,2415,1311,11381,1500,C,15956
1310,DGI,778,271,3117,895,3255,1311,11381,2339,G,15956
1310,DHI,347,76,3193,2220,4635,1311,11381,2846,D,15956
1310,HI,3590,397,3590,3746,3746,1311,11381,0,I,15956
1310,HJ,246,246,3836,90,3836,1311,11381,3590,J,15956
1310,HK,434,434,4270,815,4651,1311,11381,3836,K,15956
1310,HJ,1403,250,4520,2760,6015,1311,11381,3117,H,15956
1310,J,1425,1175,5695,1105,5756,1311,11381,4270,J,15956
1310,K,1323,1323,7018,1850,7606,1311,11381,5695,K,15956
1310,L,2656,2656,9674,3780,11386,1311,11381,7018,L,15956
1310,M,385,385,10059,505,11891,1311,11381,9674,M,15956
1310,N,387,387,10446,300,12191,1311,11381,10059,N,15956
1310,O,791,791,11237,885,13076,1311,11381,10446,O,15956
1310,P,144,144,11381,2880,15956,1311,11381,11237,P,15956
1311,A,427,427,427,350,350,1312,9804,0,A,9663
1311,B,358,358,785,435,785,1312,9804,427,B,9663
1311,C,493,493,1278,585,1370,1312,9804,785,C,9663
1311,B,1862,1862,3140,1830,3200,1312,9804,1278,B,9663
1311,C,2568,2568,5708,1440,4640,1312,9804,3140,C,9663
1311,D,1447,1447,7155,2280,6920,1312,9804,5708,D,9663
1311,M,318,318,7473,1083,8003,1312,9804,7155,M,9663
1311,N,901,901,8374,180,8183,1312,9804,7473,N,9663
1311,O,544,544,8918,555,8738,1312,9804,8374,O,9663
1311,N,380,380,9298,365,9103,1312,9804,8918,N,9663
1311,O,98,98,9396,167,9270,1312,9804,9298,O,9663
1311,P,408,408,9804,393,9663,1312,9804,9396,P,9663
1312,AEI,302,302,302,425,425,1313,20012,0,I,16895
1312,AEJ,301,301,603,240,665,1313,20012,302,J,16895
1312,AEK,871,268,871,1155,1155,1313,20012,0,A,16895
1312,BEK,961,90,961,1305,1305,1313,20012,0,E,16895
1312,BFK,627,269,1230,770,1435,1313,20012,603,K,16895
1312,BFJ,443,84,1314,150,1305,1313,20012,871,B,16895
1312,CFJ,456,103,1417,150,1455,1313,20012,961,F,16895
1312,CGJ,174,71,1488,390,1695,1313,20012,1314,C,16895
1312,BGJ,114,43,1531,390,1845,1313,20012,1417,G,16895
1312,BFJ,219,176,1707,50,1745,1313,20012,1488,B,16895
1312,CFJ,115,115,1822,125,1870,1313,20012,1707,C,16895
1312,DFJ,850,258,2080,665,2100,1313,20012,1230,J,16895
1312,DFK,573,24,2104,285,2130,1313,20012,1531,F,16895
1312,DGK,538,538,2642,120,2250,1313,20012,2104,G,16895
1312,DHK,1103,283,2925,4230,6100,1313,20012,1822,D,16895
1312,HK,949,104,3029,835,2935,1313,20012,2080,K,16895
1312,HJ,1706,1706,4735,1860,4795,1313,20012,3029,J,16895
1312,HK,833,833,5568,870,5665,1313,20012,4735,K,16895
1312,HL,367,367,5935,4230,9895,1313,20012,5568,L,16895
1312,H,6188,2895,8830,4230,6480,1313,20012,2642,H,16895
1312,M,144,144,8974,740,10635,1313,20012,8830,M,16895
1312,N,789,789,9763,240,10875,1313,20012,8974,N,16895
1312,O,170,170,9933,390,11265,1313,20012,9763,O,16895
1312,N,1461,1461,11394,1235,12500,1313,20012,9933,N,16895
1312,O,1095,1095,12489,435,12935,1313,20012,11394,O,16895
1312,P,7523,7523,20012,3960,16895,1313,20012,12489,P,16895
1313,AE,707,707,707,1065,1065,1314,26350,0,E,31943
1313,AF,387,387,1094,90,1155,1314,26350,707,F,31943
1313,AG,967,967,2061,1240,2395,1314,26350,1094,G,31943
1313,AH,6,6,2067,3780,6175,1314,26350,2061,H,31943
1313,A,17007,14940,17007,17574,17574,1314,26350,0,A,31943
1313,B,607,607,17614,90,17664,1314,26350,17007,B,31943
1313,C,898,898,18512,1215,18879,1314,26350,17614,C,31943
1313,D,263,263,18775,3780,22659,1314,26350,18512,D,31943
1313,M,3892,3892,22667,4709,27368,1314,26350,18775,M,31943
1313,N,860,860,23527,90,27458,1314,26350,22667,N,31943
1313,O,298,298,23825,705,28163,1314,26350,23527,O,31943
1313,P,2525,2525,26350,3780,31943,1314,26350,23825,P,31943
1314,A,179,179,179,212,212,1315,13240,0,A,14752
1314,B,140,140,319,150,362,1315,13240,179,B,14752
1314,C,209,209,528,890,1252,1315,13240,319,C,14752
1314,D,798,798,1326,3490,4742,1315,13240,528,D,14752
1314,M,1806,1806,3132,2345,7087,1315,13240,1326,M,14752
1314,N,728,728,3860,240,7327,1315,13240,3132,N,14752
1314,O,595,595,4455,725,8052,1315,13240,3860,O,14752
1314,N,369,369,4824,400,8452,1315,13240,4455,N,14752
1314,O,2192,2192,7016,2160,10612,1315,13240,4824,O,14752
1314,P,6224,6224,13240,4140,14752,1315,13240,7016,P,14752
1315,A,983,983,983,1376,1376,1316,5732,0,A,12671
1315,B,423,423,1406,90,1466,1316,5732,983,B,12671
1315,C,722,722,2128,1230,2696,1316,5732,1406,C,12671
1315,D,1197,1197,3325,3780,6476,1316,5732,2128,D,12671
1315,M,799,799,4124,1390,7866,1316,5732,3325,M,12671
1315,N,624,624,4748,90,7956,1316,5732,4124,N,12671
1315,O,622,622,5370,935,8891,1316,5732,4748,O,12671
1315,P,362,362,5732,3780,12671,1316,5732,5370,P,12671
1316,A,77,77,77,237,237,1317,21796,0,A,18263
1316,B,245,245,322,135,372,1317,21796,77,B,18263
1316,C,194,194,516,285,657,1317,21796,322,C,18263
1316,D,184,184,700,5160,5817,1317,21796,516,D,18263
